issn	journal_name	pub_name	is_hybrid	category
0079-6727	Progress in Quantum Electronics	Elsevier	1	PHYSICS AND CHEMISTRY
0079-6786	Progress in Solid State Chemistry	Elsevier	1	PHYSICS AND CHEMISTRY
0079-6816	Progress in Surface Science	Elsevier	1	PHYSICS AND CHEMISTRY
0084-3873	Year Book of Medicine	Elsevier	1	NULL
0084-392X	Year Book of Ophthalmology	Elsevier	1	NULL
0084-3954	Year Book of Pediatrics	Elsevier	1	NULL
0085-2538	Kidney International	Elsevier	1	NEPHROLOGY
0085-5626	Revista Brasileira de Entomologia	Elsevier	0	ECOLOGY AND EVOLUTION
0090-0656	Fishery Bulletin	Self Owned - Non-Profit Society	0	ECOLOGY AND EVOLUTION
0090-2616	Organizational Dynamics	Elsevier	1	MARKETING
0090-3671	Year Book of Surgery	Elsevier	1	NULL
0090-3752	Nuclear Data Sheets	Elsevier	1	HIGH ENERGY PHYSICS
0090-4295	Urology	Elsevier	1	UROLOGY
0090-8258	Gynecologic Oncology	Elsevier	1	ONCOLOGY
0091-3022	Frontiers in Neuroendocrinology	Elsevier	1	NEUROSCIENCE
0091-3057	Pharmacology, Biochemistry and Behavior	Elsevier	1	NEUROSCIENCE
0091-6749	The Journal of Allergy and Clinical Immunology	Elsevier	1	MEDICINE
0091-6765	Environmental Health Perspectives	Us Dept Health Human Sciences Public Health Science	0	ENVIRONMENTAL HEALTH
0091-7435	Preventive Medicine	Elsevier	1	MEDICINE
0092-640X	Atomic Data and Nuclear Data Tables	Elsevier	1	HIGH ENERGY PHYSICS
0092-6566	Journal of Research in Personality	Elsevier	1	PSYCHOLOGY
0092-8674	Cell	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0093-6413	Mechanics Research Communications	Elsevier	1	STRUCTURAL ENGINEERING
0093-691X	Theriogenology	Elsevier	1	VETERINARY
0093-7754	Seminars in Oncology	Elsevier	1	ONCOLOGY
0093-934X	Brain and Language	Elsevier	1	NEUROSCIENCE
0094-0143	Urologic Clinics of North America	Elsevier	1	UROLOGY
0094-114X	Mechanism and Machine Theory	Elsevier	1	STRUCTURAL ENGINEERING
0094-1190	Journal of Urban Economics	Elsevier	1	ECONOMICS
0094-1298	Clinics in Plastic Surgery	Elsevier	1	PLASTIC SURGERY
0094-5765	Acta Astronautica	Elsevier	1	FLUID MECHANICS
0094-730X	Journal of Fluency Disorders	Elsevier	1	NULL
0095-0696	Journal of Environmental Economics and Management	Elsevier	1	ECONOMICS
0095-4470	Journal of Phonetics	Elsevier	1	LINGUISTICS
0095-4543	Primary Care: Clinics in Office Practice	Elsevier	1	MEDICINE
0095-5108	Clinics in Perinatology	Elsevier	1	MEDICINE
0095-8956	Journal of Combinatorial Theory, Series B	Elsevier	1	COMPUTER SCIENCE
0096-3003	Applied Mathematics and Computation	Elsevier	1	MATHEMATICS
0097-3165	Journal of Combinatorial Theory, Series A	Elsevier	1	COMPUTER SCIENCE
0097-8493	Computers & Graphics	Elsevier	1	NULL
0098-1354	Computers and Chemical Engineering	Elsevier	1	NULL
0098-2997	Molecular Aspects of Medicine	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0098-3004	Computers and Geosciences	Elsevier	1	NULL
0098-8472	Environmental and Experimental Botany	Elsevier	1	PLANT BIOLOGY
0099-1333	The Journal of Academic Librarianship	Elsevier	1	INFORMATION SCIENCE
0099-1767	Journal of Emergency Nursing	Elsevier	1	MEDICINE
0099-2399	Journal of Endodontics	Elsevier	1	DENTISTRY
0100-8455	Genetics and Molecular Biology	Soc Brasil Genetica	0	NULL
0101-8205	Computational and Applied Mathematics	Sociedade Brasileira De Matem   tica Aplicada E Computacional	0	MATHEMATICS
0102-3616	Revista Brasileira de Ortopedia	Elsevier	0	NULL
0102-695X	Revista Brasileira de Farmacognosia	Elsevier	0	FOOD SCIENCE
0103-9733	Brazilian Journal of Physics	Springer	0	PHYSICS AND CHEMISTRY
0104-0014	Brazilian Journal of Anesthesiology (English edition)	Elsevier	0	NULL
0104-1843	Revista Brasileira de Cardiologia Invasiva	Elsevier	0	NULL
0109-5641	Dental Materials	Elsevier	1	DENTISTRY
0120-0534	Revista Latinoamericana de Psicolog A	Elsevier	0	PSYCHIATRY
0120-3347	Revista Colombiana de Anestesiolog A	Elsevier	0	NULL
0120-4483	Ensayos sobre Pol tica Econ mica	Elsevier	1	NULL
0120-4912	Pediatr A	Elsevier	0	NULL
0120-5633	Revista Colombiana de Cardiolog A	Elsevier	0	NULL
0120-8845	Revista Colombiana de Ortopedia y Traumatolog A	Elsevier	1	NULL
0121-4381	Suma Psicol gica	Elsevier	0	NULL
0121-8123	Revista Colombiana de Reumatologia	Elsevier	1	NULL
0123-5923	Estudios Gerenciales	Elsevier	0	NULL
0123-9015	Revista Colombiana de Cancerolog A	Elsevier	1	NULL
0123-9392	Infectio	Elsevier	0	NULL
0137-1649	Animal Science Papers and Reports	Polish Academy of Sciences	0	NULL
0137-5075	Archives of Acoustics	Versita	0	NULL
0140-1963	Journal of Arid Environments	Elsevier	1	ECOLOGY AND EVOLUTION
0140-1971	Journal of Adolescence	Elsevier	1	PSYCHOLOGY
0140-3664	Computer Communications	Elsevier	1	NULL
0140-6701	Fuel and Energy Abstracts	Elsevier	1	NULL
0140-6736	The Lancet	Elsevier	1	MEDICINE
0140-7007	International Journal of Refrigeration	Elsevier	1	ENERGY
0140-9883	Energy Economics	Elsevier	1	ENERGY
0141-0229	Enzyme and Microbial Technology	Elsevier	1	NULL
0141-0296	Engineering Structures	Elsevier	1	STRUCTURAL ENGINEERING
0141-1136	Marine Environmental Research	Elsevier	1	ECOLOGY AND EVOLUTION
0141-1187	Applied Ocean Research	Elsevier	1	NULL
0141-3910	Polymer Degradation and Stability	Elsevier	1	PHYSICS AND CHEMISTRY
0141-6359	Precision Engineering	Elsevier	1	OPERATIONS RESEARCH
0141-8130	International Journal of Biological Macromolecules	Elsevier	1	FOOD SCIENCE
0141-9331	Microprocessors and Microsystems	Elsevier	1	NULL
0141-9382	Displays	Elsevier	1	PHYSICS AND CHEMISTRY
0142-0615	International Journal of Electrical Power and Energy Systems	Elsevier	1	NULL
0142-1123	International Journal of Fatigue	Elsevier	1	STRUCTURAL ENGINEERING
0142-694X	Design Studies	Elsevier	1	OPERATIONS RESEARCH
0142-727X	International Journal of Heat and Fluid Flow	Elsevier	1	FLUID MECHANICS
0142-9418	Polymer Testing	Elsevier	1	PHYSICS AND CHEMISTRY
0142-9612	Biomaterials	Elsevier	1	PHYSICS AND CHEMISTRY
0143-4004	Placenta	Elsevier	1	MEDICINE
0143-4160	Cell Calcium	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0143-4179	Neuropeptides	Elsevier	1	NEUROSCIENCE
0143-6228	Applied Geography	Elsevier	1	NULL
0143-7208	Dyes and Pigments	Elsevier	1	PHYSICS AND CHEMISTRY
0143-7496	International Journal of Adhesion and Adhesives	Elsevier	1	PHYSICS AND CHEMISTRY
0143-8166	Optics and Lasers in Engineering	Elsevier	1	PHYSICS AND CHEMISTRY
0143-974X	Journal of Constructional Steel Research	Elsevier	1	STRUCTURAL ENGINEERING
0144-8188	International Review of Law & Economics	Elsevier	1	ECONOMICS
0144-8609	Aquacultural Engineering	Elsevier	1	ECOLOGY AND EVOLUTION
0144-8617	Carbohydrate Polymers	Elsevier	1	FOOD SCIENCE
0145-2126	Leukemia Research	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0145-2134	Child Abuse & Neglect	Elsevier	1	PSYCHIATRY
0145-305X	Developmental and Comparative Immunology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0146-0005	Seminars in Perinatology	Elsevier	1	MEDICINE
0146-2806	Current Problems in Cardiology	Elsevier	1	MEDICINE
0146-4833	Computer Communication Review	Assoc Computing Machinery	0	NULL
0146-6380	Organic Geochemistry	Elsevier	1	NULL
0146-6410	Progress in Particle and Nuclear Physics	Elsevier	1	HIGH ENERGY PHYSICS
0147-0272	Current Problems in Cancer	Elsevier	1	ONCOLOGY
0147-1767	International Journal of Intercultural Relations	Elsevier	1	PSYCHOLOGY
0147-5967	Journal of Comparative Economics	Elsevier	1	ECONOMICS
0147-619X	Plasmid	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0147-6513	Ecotoxicology and Environmental Safety	Elsevier	1	NULL
0147-9563	Heart & Lung  - The Journal of Acute and Critical Care	Elsevier	1	MEDICINE
0147-9571	Comparative Immunology, Microbiology and Infectious Diseases	Elsevier	1	INFECTIOUS DISEASES
0147-958X	Clinical and Investigative Medicine	Canadian Medical Association	0	MEDICINE
0148-2963	Journal of Business Research	Elsevier	1	MARKETING
0148-6195	Journal of Economics and Business	Elsevier	1	NULL
0149-1970	Progress in Nuclear Energy	Elsevier	1	ENERGY
0149-2918	Clinical Therapeutics	Elsevier	1	MEDICINE
0149-7189	Evaluation and Program Planning	Elsevier	1	MEDICINE
0149-7634	Neuroscience and Biobehavioral Reviews	Elsevier	1	NEUROSCIENCE
0150-9861	Journal of Neuroradiology	Elsevier	1	NEUROSCIENCE
0151-9638	Annales de Dermatologie et de V n r ologie	Elsevier	1	DERMATOLOGY
0155-9982	Accounting Forum	Elsevier	1	NULL
0160-2527	International Journal of Law and Psychiatry	Elsevier	1	PSYCHIATRY
0160-2896	Intelligence	Elsevier	1	PSYCHOLOGY
0160-4120	Environment International	Elsevier	1	NULL
0160-7383	Annals of Tourism Research	Elsevier	1	TOURISM
0160-791X	Technology in Society	Elsevier	1	NULL
0160-9327	Endeavour	Elsevier	1	HISTORY AND PHILOSOPHY OF SCIENCE
0161-4754	Journal of Manipulative and Physiological Therapeutics	Elsevier	1	SPORTS MEDICINE
0161-5890	Molecular Immunology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0161-6420	Ophthalmology	Elsevier	1	OPHTHALMOLOGY
0161-813X	Neurotoxicology	Elsevier	1	ENVIRONMENTAL HEALTH
0161-8938	Journal of Policy Modeling	Elsevier	1	ECONOMICS
0162-0134	Journal of Inorganic Biochemistry	Elsevier	1	PHYSICS AND CHEMISTRY
0163-3864	Journal of Natural Products	Amer Chemical Soc	0	FOOD SCIENCE
0163-4453	Journal of Infection	Elsevier	1	INFECTIOUS DISEASES
0163-5808	Sigmod Record	Assoc Computing Machinery	0	NULL
0163-6383	Infant Behavior and Development	Elsevier	1	PSYCHOLOGY
0163-7258	Pharmacology and Therapeutics	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0163-7827	Progress in Lipid Research	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0163-8343	General Hospital Psychiatry	Elsevier	1	PSYCHIATRY
0164-0704	Journal of Macroeconomics	Elsevier	1	ECONOMICS
0164-1212	The Journal of Systems & Software	Elsevier	1	NULL
0165-0114	Fuzzy Sets and Systems	Elsevier	1	OPERATIONS RESEARCH
0165-0270	Journal of Neuroscience Methods	Elsevier	1	NEUROSCIENCE
0165-0327	Journal of Affective Disorders	Elsevier	1	PSYCHIATRY
0165-0378	Journal of Reproductive Immunology	Elsevier	1	MEDICINE
0165-1684	Signal Processing	Elsevier	1	NULL
0165-1765	Economics Letters	Elsevier	1	ECONOMICS
0165-1781	Psychiatry Research	Elsevier	1	PSYCHIATRY
0165-1889	Journal of Economic Dynamics and Control	Elsevier	1	ECONOMICS
0165-2125	Wave Motion	Elsevier	1	STRUCTURAL ENGINEERING
0165-232X	Cold Regions Science and Technology	Elsevier	1	NULL
0165-2370	Journal of Analytical and Applied Pyrolysis	Elsevier	1	NULL
0165-2427	Veterinary Immunology and Immunopathology	Elsevier	1	VETERINARY
0165-2478	Immunology Letters	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0165-4101	Journal of Accounting and Economics	Elsevier	1	ACCOUNTING
0165-4896	Mathematical Social Sciences	Elsevier	1	ECONOMICS
0165-5728	Journal of Neuroimmunology	Elsevier	1	NEUROSCIENCE
0165-5876	International Journal of Pediatric Otorhinolaryngology	Elsevier	1	NULL
0165-6147	Trends in Pharmacological Sciences	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0165-7836	Fisheries Research	Elsevier	1	ECOLOGY AND EVOLUTION
0165-9936	Trends in Analytical Chemistry	Elsevier	1	NULL
0166-0462	Regional Science and Urban Economics	Elsevier	1	ECONOMICS
0166-0616	Studies in Mycology	Elsevier	0	MYCOLOGY
0166-0934	Journal of Virological Methods	Elsevier	1	INFECTIOUS DISEASES
0166-218X	Discrete Applied Mathematics	Elsevier	1	COMPUTER SCIENCE
0166-2236	Trends in Neurosciences	Elsevier	1	NEUROSCIENCE
0166-3542	Antiviral Research	Elsevier	1	INFECTIOUS DISEASES
0166-3615	Computers in Industry	Elsevier	1	OPERATIONS RESEARCH
0166-4328	Behavioural Brain Research	Elsevier	1	NEUROSCIENCE
0166-445X	Aquatic Toxicology	Elsevier	1	NULL
0166-4972	Technovation	Elsevier	1	MARKETING
0166-5162	International Journal of Coal Geology	Elsevier	1	NULL
0166-5316	Performance Evaluation	Elsevier	1	NULL
0166-6851	Molecular & Biochemical Parasitology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0166-8641	Topology and its Applications	Elsevier	1	MATHEMATICS
0167-1987	Soil & Tillage Research	Elsevier	1	PLANT BIOLOGY
0167-2681	Journal of Economic Behavior and Organization	Elsevier	1	ECONOMICS
0167-2738	Solid State Ionics	Elsevier	1	PHYSICS AND CHEMISTRY
0167-2789	Physica D: Nonlinear Phenomena	Elsevier	1	MATHEMATICS
0167-4048	Computers & Security	Elsevier	1	NULL
0167-4730	Structural Safety	Elsevier	1	STRUCTURAL ENGINEERING
0167-4870	Journal of Economic Psychology	Elsevier	1	ECONOMICS
0167-4889	BBA - Molecular Cell Research	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0167-4943	Archives of Gerontology and Geriatrics	Elsevier	1	MEDICINE
0167-5273	International Journal of Cardiology	Elsevier	1	MEDICINE
0167-5729	Surface Science Reports	Elsevier	1	PHYSICS AND CHEMISTRY
0167-577X	Materials Letters	Elsevier	1	PHYSICS AND CHEMISTRY
0167-5877	Preventive Veterinary Medicine	Elsevier	1	VETERINARY
0167-6105	Journal of Wind Engineering & Industrial Aerodynamics	Elsevier	1	ENERGY
0167-6245	Information Economics and Policy	Elsevier	1	ECONOMICS
0167-6296	Journal of Health Economics	Elsevier	1	ECONOMICS
0167-6377	Operations Research Letters	Elsevier	1	OPERATIONS RESEARCH
0167-6393	Speech Communication	Elsevier	1	NULL
0167-6423	Science of Computer Programming	Elsevier	1	NULL
0167-6636	Mechanics of Materials	Elsevier	1	STRUCTURAL ENGINEERING
0167-6687	Insurance Mathematics and Economics	Elsevier	1	NULL
0167-6911	Systems & Control Letters	Elsevier	1	ROBOTICS
0167-7012	Journal of Microbiological Methods	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0167-7152	Statistics and Probability Letters	Elsevier	1	NULL
0167-7187	International Journal of Industrial Organization	Elsevier	1	ECONOMICS
0167-7322	Journal of Molecular Liquids	Elsevier	1	PHYSICS AND CHEMISTRY
0167-739X	Future Generation Computer Systems	Elsevier	1	NULL
0167-7799	Trends in Biotechnology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0167-8116	International Journal of Research in Marketing	Elsevier	1	MARKETING
0167-8191	Parallel Computing	Elsevier	1	NULL
0167-8396	Computer Aided Geometric Design	Elsevier	1	NULL
0167-8442	Theoretical and Applied Fracture Mechanics	Elsevier	1	STRUCTURAL ENGINEERING
0167-8655	Pattern Recognition Letters	Elsevier	1	NULL
0167-8760	International Journal of Psychophysiology	Elsevier	1	NEUROSCIENCE
0167-8809	Agriculture, Ecosystems and Environment	Elsevier	1	PLANT BIOLOGY
0167-9236	Decision Support Systems	Elsevier	1	MARKETING
0167-9260	Integration, the VLSI Journal	Elsevier	1	CIRCUITS
0167-9317	Microelectronic Engineering	Elsevier	1	PHYSICS AND CHEMISTRY
0167-9457	Human Movement Science	Elsevier	1	SPORTS MEDICINE
0167-9473	Computational Statistics and Data Analysis	Elsevier	1	NULL
0168-0072	Annals of Pure and Applied Logic	Elsevier	1	NULL
0168-0102	Neuroscience Research	Elsevier	1	NEUROSCIENCE
0168-1591	Applied Animal Behaviour Science	Elsevier	1	VETERINARY
0168-1605	International Journal of Food Microbiology	Elsevier	1	FOOD SCIENCE
0168-1656	Journal of Biotechnology	Elsevier	1	NULL
0168-1699	Computers and Electronics in Agriculture	Elsevier	1	PLANT BIOLOGY
0168-1702	Virus Research	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0168-1923	Agricultural and Forest Meteorology	Elsevier	1	NULL
0168-3659	Journal of Controlled Release	Elsevier	1	PHARMACOLOGY
0168-583X	Nuclear Inst. and Methods in Physics Research, B	Elsevier	1	PHYSICS AND CHEMISTRY
0168-8227	Diabetes Research and Clinical Practice	Elsevier	1	MEDICINE
0168-8278	Journal of Hepatology	Elsevier	1	GASTROENTEROLOGY
0168-8510	Health policy	Elsevier	1	MEDICINE
0168-874X	Finite Elements in Analysis & Design	Elsevier	1	STRUCTURAL ENGINEERING
0168-9002	Nuclear Inst. and Methods in Physics Research, A	Elsevier	1	RADIOLOGY
0168-9274	Applied Numerical Mathematics	Elsevier	1	MATHEMATICS
0168-9452	Plant Science	Elsevier	1	PLANT BIOLOGY
0168-9525	Trends in Genetics	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0169-023X	Data & Knowledge Engineering	Elsevier	1	NULL
0169-1317	Applied Clay Science	Elsevier	1	PHYSICS AND CHEMISTRY
0169-1368	Ore Geology Reviews	Elsevier	1	NULL
0169-2046	Landscape and Urban Planning	Elsevier	1	NULL
0169-2070	International Journal of Forecasting	Elsevier	1	ECONOMICS
0169-2607	Computer Methods and Programs in Biomedicine	Elsevier	1	RADIOLOGY
0169-409X	Advanced Drug Delivery Reviews	Elsevier	1	PHYSICS AND CHEMISTRY
0169-4332	Applied Surface Science	Elsevier	1	PHYSICS AND CHEMISTRY
0169-5002	Lung Cancer	Elsevier	1	ONCOLOGY
0169-5347	Trends in Ecology & Evolution	Elsevier	1	ECOLOGY AND EVOLUTION
0169-555X	Geomorphology	Elsevier	1	NULL
0169-7439	Chemometrics and Intelligent Laboratory Systems	Elsevier	1	NULL
0169-7722	Journal of Contaminant Hydrology	Elsevier	1	NULL
0169-8095	Atmospheric Research	Elsevier	1	NULL
0169-8141	International Journal of Industrial Ergonomics	Elsevier	1	ENVIRONMENTAL HEALTH
0171-2985	Immunobiology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0171-9335	European Journal of Cell Biology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0172-2190	World Patent Information	Elsevier	1	NULL
0176-1617	Journal of Plant Physiology	Elsevier	1	PLANT BIOLOGY
0176-2680	European Journal of Political Economy	Elsevier	1	ECONOMICS
0181-5512	Journal Fran ais d'Ophtalmologie	Elsevier	1	OPHTHALMOLOGY
0181-9801	Feuillets de Radiologie	Elsevier	1	RADIOLOGY
0183-2980	Soins Cadres	Elsevier	1	NULL
0185-0849	Econom a Informa	Elsevier	0	NULL
0185-1101	Revista Mexicana De Astronomia Y Astrofisica	Self Owned - Non-Profit Society	0	ASTRONOMY AND ASTROPHYSICS
0185-1225	Anales de Antropolog A	Elsevier	0	NULL
0185-1616	Estudios Pol ticos	Elsevier	0	NULL
0185-1667	Investigacion Economica	Universidad Nacional Aut   noma De M _xico	0	ECONOMICS
0185-1918	Revista Mexicana de Ciencias Pol ticas y Sociales	Elsevier	0	NULL
0185-2620	Estudios de Historia Moderna y Contempor nea de M xico	Elsevier	0	NULL
0185-2698	Perfiles Educativos	Elsevier	0	NULL
0185-2760	Revista de la educaci n superior	Elsevier	0	NULL
0185-3325	Salud Mental	Salud Mental 	0	PSYCHIATRY
0185-3880	Ciencias Marinas	Self Owned - Non-Profit Society	0	ECOLOGY AND EVOLUTION
0186-1042	Contadur a y Administraci n	Elsevier	0	NULL
0186-6028	Acta Sociol gica	Elsevier	0	NULL
0187-4519	REVISTA MEXICANA DE OFTALMOLOG A	Elsevier	0	NULL
0187-5337	Perinatolog a y Reproducci n Humana	Elsevier	0	NULL
0187-6236	Atmosfera	Centro Ciencias Atmosfera Unam	0	NULL
0187-893X	Educaci n Qu mica	Elsevier	0	NULL
0188-4409	Archives of Medical Research	Elsevier	1	MEDICINE
0188-4611	Investigaciones Geogr ficas, Bolet n del Instituto de Geograf A	Elsevier	0	NULL
0188-9893	Endoscopia	Elsevier	0	NULL
0189-8965	Journal of the Nigerian Mathematical Society	Elsevier	0	NULL
0190-0528	Rangelands	Elsevier	1	NULL
0190-7409	Children and Youth Services Review	Elsevier	1	PSYCHIATRY
0190-9622	Journal of the American Academy of Dermatology	Elsevier	1	DERMATOLOGY
0191-2615	Transportation Research Part B	Elsevier	1	TRANSPORTATION
0191-3085	Research in Organizational Behavior	Elsevier	1	MARKETING
0191-491X	Studies in Educational Evaluation	Elsevier	1	NULL
0191-8141	Journal of Structural Geology	Elsevier	1	NULL
0191-8869	Personality and Individual Differences	Elsevier	1	PSYCHOLOGY
0193-3973	Journal of Applied Developmental Psychology	Elsevier	1	PSYCHOLOGY
0193-953X	Psychiatric Clinics of North America	Elsevier	1	PSYCHIATRY
0195-5616	Veterinary Clinics of North America: Small Animal Practice	Elsevier	1	VETERINARY
0195-6663	Appetite	Elsevier	1	MEDICINE
0195-6671	Cretaceous Research	Elsevier	1	NULL
0195-6698	European Journal of Combinatorics	Elsevier	1	COMPUTER SCIENCE
0195-6701	Journal of Hospital Infection	Elsevier	1	INFECTIOUS DISEASES
0195-9255	Environmental Impact Assessment Review	Elsevier	1	NULL
0196-0644	Annals of Emergency Medicine	Elsevier	1	MEDICINE
0196-0709	American Journal of Otolaryngology--Head and Neck Medicine and Surgery	Elsevier	1	NULL
0196-4399	Clinical Microbiology Newsletter	Elsevier	1	NULL
0196-6553	AJIC:  American Journal of Infection Control	Elsevier	1	INFECTIOUS DISEASES
0196-8858	Advances in Applied Mathematics	Elsevier	1	COMPUTER SCIENCE
0196-8904	Energy Conversion and Management	Elsevier	1	ENERGY
0196-9781	Peptides	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0197-0186	Neurochemistry International	Elsevier	1	NEUROSCIENCE
0197-3975	Habitat International	Elsevier	1	NULL
0197-4556	The Arts in Psychotherapy	Elsevier	1	PSYCHIATRY
0197-4572	Geriatric Nursing	Elsevier	1	MEDICINE
0197-4580	Neurobiology of Aging	Elsevier	1	NEUROSCIENCE
0198-8859	Human Immunology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
0198-9715	Computers, Environment and Urban Systems	Elsevier	1	NULL
0208-5216	Biocybernetics and Biomedical Engineering	Elsevier	1	SPORTS MEDICINE
0210-0266	Cuadernos de Econom A	Elsevier	1	NULL
0210-2773	Aula Abierta	Elsevier	0	NULL
0210-4806	Actas Urologicas Espanolas	Elsevier	1	UROLOGY
0210-5691	Medicina intensiva	Elsevier	1	MEDICINE
0210-5705	Gastroenterologia y Hepatologia	Elsevier	1	GASTROENTEROLOGY
0210-573X	Clinica e Investigacion en Ginecologia y Obstetricia	Elsevier	1	NULL
0211-139X	Revista Espanola de Geriatria y Gerontologia	Elsevier	1	NULL
0211-5638	Fisioterapia	Elsevier	1	NULL
0211-6995	NEFROLOG A	Elsevier	0	NEPHROLOGY
0212-6567	Atencion Primaria	Elsevier	0	MEDICINE
0212-6796	Magister	Elsevier	1	NULL
0213-005X	Enfermedades Infecciosas y Microbiologia Clinica	Elsevier	1	INFECTIOUS DISEASES
0213-1315	Revista Internacional de M todos Num ricos para C lculo y Dise o en Ingenier A	Elsevier	0	STRUCTURAL ENGINEERING
0213-4853	Neurolog A	Elsevier	1	NEUROSCIENCE
