Publisher	longname	eISSN	pISSN	AuthorPrice	Website	year_price	free
BioMed Central Ltd	BMC Plant Biology	1471-2229	1471-2229	1845	http://www.biomedcentral.com/bmcplantbiol/	2012	0
BioMed Central Ltd	BMC Pregnancy and Childbirth	1471-2393	NULL	1845	http://www.biomedcentral.com/bmcpregnancychildbirth/	2012	0
BioMed Central Ltd	BMC Proceedings	1753-6561	NULL	0	http://www.biomedcentral.com/bmcproc/	2012	1
BioMed Central Ltd	BMC Psychiatry	1471-244X	1471-244X	1845	http://www.biomedcentral.com/bmcpsychiatry/	2012	0
BioMed Central Ltd	BMC Public Health	1471-2458	1471-2458	1845	http://www.biomedcentral.com/bmcpublichealth/	2012	0
BioMed Central Ltd	BMC Pulmonary Medicine	1471-2466	NULL	1845	http://www.biomedcentral.com/bmcpulmmed/	2012	0
BioMed Central Ltd	BMC Research Notes	1756-0500	NULL	935	http://www.biomedcentral.com/bmcresnotes/	2012	0
BioMed Central Ltd	BMC Structural Biology	1472-6807	1471-2237	1845	http://www.biomedcentral.com/bmcstructbiol/	2012	0
BioMed Central Ltd	BMC Surgery	1471-2482	NULL	1845	http://www.biomedcentral.com/bmcsurg/	2012	0
BioMed Central Ltd	BMC Systems Biology	1752-0509	1752-0509	1845	http://www.biomedcentral.com/bmcsystbiol/	2012	0
BioMed Central Ltd	BMC Urology	1471-2490	NULL	1845	http://www.biomedcentral.com/bmcurol/	2012	0
BioMed Central Ltd	BMC Veterinary Research	1746-6148	1746-6148	1845	http://www.biomedcentral.com/bmcvetres/	2012	0
BioMed Central Ltd	BMC Womens Health	1472-6874	NULL	1845	http://www.biomedcentral.com/bmcwomenshealth/	2012	0
BioMed Central Ltd	BMJ Open	2044-6055	NULL	1860	http://bmjopen.bmj.com/	2012	0
Hindawi	Bone Marrow Research	2090-3006	NULL	500	http://www.hindawi.com/journals/bmr/	2012	0
Finnish Environment Research	Boreal Environment Research	1797-2469	1239-6095	0	http://www.borenv.net/	2012	1
Basic Medical Sciences of Federation of Bosnia	Bosnian Journal of Basic Medical Sciences	1840-4812	1512-8601	190	http://www.bjbms.org/	2012	0
Institute of Plant and Microbial Biology Academia Sinica	Botanical Studies	1817-406x	1817-406X	0	http://ejournal.sinica.edu.tw/bbas/	2012	1
Springer	Boundary Value Problems	1687-2770	1687-2762	670	http://www.boundaryvalueproblems.com	2012	0
Wiley	Brain and Behavior	2162-3279	NULL	2500	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2157-9032	2012	0
Association of the Brazilian Journal of Biology	Brazilian Journal of Biology	1678-4375	1519-6984	0	http://www.scielo.br/revistas/bjb/iaboutj.htm	2012	0
BRAZILIAN SOC CHEMICAL ENG	BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING	1678-4383	0104-6632	0	http://www.scielo.br/revistas/bjce/iinstruc.htm#001	2012	1
Brazilian Society of Infectious Diseases	Brazilian Journal of Infectious Diseases	1678-4391	1413-8670	0	http://www.scielo.br/revistas/bjid/iaboutj.htm	2012	1
AssociaÂçâ€_o Brasileira de DivulgaÂçâ€_o Cientâ€™fica	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	1414-431X	0100-879X	800	http://www.scielo.br/revistas/bjmbr/iinstruc.htm	2012	0
Conselho Nacional de Desenvolvimento Cientâ€™fico e Tecnolâ€”gico	BRAZILIAN JOURNAL OF MICROBIOLOGY	1678-4405	1517-8382	0	http://www.scielo.br/revistas/bjm/iaboutj.htm#Basic	2012	1
Universidade de Sâ€_o Paulo	Brazilian Journal of Oceanography	1982-436X	1679-8759	0	http://www.scielo.br/revistas/bjoce/iaboutj.htm	2012	1
Brazilian Physical Society	Brazilian Journal of Physics	0103-9733	0103-9733	0	http://www.sbfisica.org.br/bjp/	2012	1
Dove Press	Breast Cancer 	1179-1314	1340-6868	1695	http://www.dovepress.com/breast-cancer---targets-and-therapy-journal	2012	0
BioMed Central Ltd	Breast Cancer Research	1465-5411	1465-5411	1845	http://breast-cancer-research.com/	2012	0
J-Stage	Breeding Science	1347-3735	1344-7610	0	http://www.jstage.jst.go.jp/browse/jsbbs/_vols	2012	0
University of Buffalo	Buffalo Law Review	0023-9356	0023-9356	0	http://www.buffalolawreview.org/	2012	1
Bulletin of Clinical Psychopharmacology	Bulletin of Clinical Psychopharmacology	1302-9657	1017-7833	0	http://www.psikofarmakoloji.org/v2/informationtoauthors.asp	2012	1
Czech Geological Survey.	Bulletin of Geosciences	1802-8225	1214-1119	0	http://www.geology.cz/bulletin/scope	2012	1
Indian Academy of Sciences	Bulletin of Materials Science	0973-7669	0250-4707	0	http://www.ias.ac.in/matersci/	2012	1
Springer	Bulletin of Mathematical Sciences	1664-3615	NULL	0	http://www.springer.com/13373	2012	1
American Mathematical Society	Bulletin of the American Mathematical Society	1088-9485	0273-0979	0	http://www.ams.org/publications/journals/journalsframework/bull	2012	1
American Meteorological Society	Bulletin of the American Meteorological Society	1520-0477	0003-0007	0	http://www.ametsoc.org/pubs/bams/bams_submissions.html	2012	0
American Museum of natural history	Bulletin of the American Museum of Natural History	0003-0090	0003-0090	0	http://digitallibrary.amnh.org/dspace/handle/2246/7	2012	1
Geological Society of Denmark	Bulletin of the Geological Society of Denmark	Nov-97	Nov-97	0	http://2dgf.dk/dgf_uk/main.html	2012	1
Korean Chemical Society	Bulletin of the Korean Chemical Society	1229-5949	0253-2964	0	http://newjournal.kcsnet.or.kr/main/j_bkcs/information.htm?qpage=bkcs&spage=information	2012	1
Polish Academy of Sciences	Bulletin of the Polish Academy of Sciences-Technical Sciences	0239-7528	0239-7528	0	http://www.ippt.gov.pl/~bulletin/	2012	1
World Health Organization	Bulletin of the World Health Organization	0042-9686	0042-9686	0	http://www.who.int/bulletin/about/en/	2012	1
Wiley	CA-Cancer Journal For Clinicians	1542-4863	NULL	0	http://onlinelibrary.wiley.com/journal/10.3322/(ISSN)1542-4863	2012	1
Escola Nacional de SaÅ“de PÅ“blica Sergio Arouca	Cadernos de SaÅ“de PÅ“blica	1678-4464	0102-311X	0	http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-311X&lng=en&nrm=iso	2012	1
University of California	California Agriculture	2160-8091	0008-0845	0	http://californiaagriculture.ucanr.org/	2012	1
College of Family Physicians of Canada	Canadian Family Physician	715-5258	0008-350X	0	http://www.cfp.ca/	2012	1
Canadian Medical Association	CANADIAN JOURNAL OF SURGERY	1488-2310	0008-428X	0	http://www.cma.ca/cjs	2012	1
BioMed Central Ltd	Cancer Cell International	1475-2867	NULL	1780	http://www.cancerci.com	2012	0
MDPI	Cancers	2072-6694	NULL	268	http://www.mdpi.com/journal/cancers	2012	0
BioMed Central Ltd	Carbon Balance and Management	1750-0680	NULL	1625	http://www.cbmjournal.com	2012	0
Hindawi	Cardiology Research and Practice	2090-0597	NULL	1000	http://www.hindawi.com/journals/crp/	2012	0
BioMed Central Ltd	Cardiovascular Diabetology	1475-2840	1475-2840	1835	http://www.cardiab.com	2012	0
BioMed Central Ltd	Cardiovascular Ultrasound	1476-7120	1476-7120	1625	http://www.cardiovascularultrasound.com	2012	0
University of Puerto Rico	Caribbean Journal of Science	Aug-52	Aug-52	0	http://www.caribjsci.org/	2012	0
BioMed Central Ltd	Cases Journal	1757-1626	NULL	1625	http://www.casesjournal.com	2012	0
American Society for Cell Biology	CBEÃ‘Life Sciences Education	1536-7509	1931-7913	0	http://www.lifescied.org/	2012	1
BioMed Central Ltd	Cell & Bioscience	2045-3701	NULL	1625	http://www.cellandbioscience.com	2012	0
BioMed Central Ltd	Cell & Chromosome	1475-9268	NULL	1625	http://www.cellandchromosome.com	2012	0
BioMed Central Ltd	Cell Communication and Signaling	1478-811X	NULL	1740	http://www.biosignaling.com	2012	0
Nature Publishing Group	Cell Death & Disease	2041-4889	2041-4889	3000	http://www.nature.com/cddis/	2012	0
BioMed Central Ltd	Cell Division	1747-1028	1747-1028	1780	http://www.celldiv.com	2012	0
Cell Press	Cell Reports		NULL	5000	http://www.cell.com/cell-reports/home	2012	0
Japan Society for Cell Biology	Cell Structure and Function	1347-3700	0386-7196	0	http://www.jstage.jst.go.jp/browse/csf/	2012	1
Hunter College	Centro Journal	1538-6279	1538-6279	0	http://centropr.hunter.cuny.edu/about	2012	1
Academy of Romanian Scientists	Chalcogenide Letters	1584-8663	1584-8663	210	http://www.chalcogen.infim.ro/letters.html	2012	0
Pharmaceutical Society of Japan	CHEMICAL & PHARMACEUTICAL BULLETIN	1347-5223	Sep-63	0	http://cpb.pharm.or.jp/	2012	0
Croatian Association of Chemical Engineers	CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY	0352-9568	0352-9568	0	http://www.cabeq.pbf.hr/about/index.html	2012	1
AMER INST CHEMICAL ENGINEERS	CHEMICAL ENGINEERING PROGRESS	0360-7275	0360-7275	0	http://www.aiche.org/cep/	2012	1
National Library of Serbia	Chemical Industry & Chemical Engineering Quarterly 	1451-9372	1451-9372	0	http://www.ache.org.rs/CICEQ/CI&CEQ.html	2012	1
Chemistry Central Ltd	Chemistry Central Journal	1752-153X	1752-153X	810	http://www.journal.chemistrycentral.com/	2012	0
Royal Society of Chemistry	Chemistry Education Research and Practice	1109-4028	1109-4028	0	http://www.rsc.org/publishing/journals/rp/about.asp	2012	1
Wiley	ChemistryOpen	2191-1363	NULL	3000	http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%292191-1363	2012	0
BioMed Central Ltd	Child and Adolescent Psychiatry and Mental Health	1753-2000	NULL	1625	http://www.capmh.com	2012	0
Chinese Geophysical Society	Chinese Journal of Geophysics	0898-9591	NULL	0	http://www.agu.org/wps/ChineseJGeo/	2012	1
Physical Society of Republic of China.	Chinese Journal of Physics	1741-3540	0577-9073	0	http://psroc.phys.ntu.edu.tw/cjp/about.php	2012	1
BioMed Central Ltd	Chinese Medicine	1749-8546	NULL	0	http://www.cmjournal.org	2012	1
Springer	Chinese Science Bulletin	1861-9541	1001-6538	0	http://www.springer.com/11434	2012	1
BioMed Central Ltd	Chiropractic & Manual Therapies	2045-709X	NULL	0	http://www.chiromt.com	2012	1
Oceanological Research Institute of UABC.	Ciencias Marinas	0185-3880	0185-3880	0	http://www.cienciasmarinas.com/index.php/cmarinas	2012	0
J-Stage	Circulation Journal	1347-4820	1346-9843	0	http://www.j-circ.or.jp/english/circulation_journal/circulation_journal.html	2012	0
Cleveland Clinic	Cleveland Clinic Journal of Medicine	1939-2869	0891-1150	0	http://www.ccjm.org/	2012	1
European Geosciences Union	Climate of the past	1814-9332	1814-9324	0	http://www.climate-of-the-past.net/home.html	2012	0
Hindawi	Clinical and Developmental Immunology	1740-2530	1740-2522	1500	http://www.hindawi.com/journals/cdi/	2012	0
Canadian Medical Association	Clinical and investigative medicine	0147-958X	0147-958X	0	http://cimonline.ca/index.php/cim	2012	0
BioMed Central Ltd	Clinical and Molecular Allergy	1476-7961	NULL	1625	http://www.clinicalmolecularallergy.com	2012	0
BioMed Central Ltd	Clinical and Translational Allergy	2045-7022	NULL	1780	http://www.ctajournal.com	2012	0
BioMed Central Ltd	Clinical Epigenetics	1868-7083	NULL	2190	http://www.clinicalepigeneticsjournal.com	2012	0
BioMed Central Ltd	Clinical Practice and Epidemiology in Mental Health	1745-0179	NULL	1625	http://www.cpementalhealth.com	2012	0
BioMed Central Ltd	Clinical Proteomics	1559-0275	NULL	1625	http://www.clinicalproteomicsjournal.com	2012	0
BioMed Central Ltd	Clinical Sarcoma Research	2045-3329	NULL	1625	http://www.clinicalsarcomaresearch.com	2012	0
Faculdade de Medicina / USP	Clinics	1980-5322	1807-5932	1000	http://www.scielo.br/scielo.php?pid=1807-5932&script=sci_serial	2012	0
American Library Association	COLLEGE & RESEARCH LIBRARIES	2150-6701	0010-0870	0	http://crl.acrl.org/	2012	1
Universidad del Valle	Colombia MÅ_dica	1657-9534	NULL	0	http://colombiamedica.univalle.edu.co/index.php/comedica/about	2012	1
Springer	Communications in Mobile Computing	2192-1121	NULL	0	http://www.comcjournal.com/	2012	1
Hindawi	Comparative and Functional Genomics	1532-6268	1531-6912	1500	http://www.hindawi.com/journals/cfg/	2012	0
BioMed Central Ltd	Comparative Hepatology	1476-5926	NULL	1625	http://www.comparative-hepatology.com	2012	0
Sociedade Brasileira de Matemâ€¡tica Aplicada e Computacional	Computational and Applied Mathematics	0101-8205	0101-8205	0	http://www.scielo.br/scielo.php?script=sci_serial&pid=1807-0302&lng=en&nrm=iso	2012	1
Hindawi	Computational and Mathematical Methods in Medicine	1748-6718	1748-670X	1200	http://www.hindawi.com/journals/cmmm/apc/	2012	0
MIT Press	Computational Linguistics	1530-9312	0891-2017	0	http://www.mitpressjournals.org/loi/coli	2012	1
ASSOC COMPUTING MACHINERY	COMPUTER COMMUNICATION REVIEW	0146-4833	0146-4833	0	http://www.sigcomm.org/publications/computer-communication-review	2012	1
Grupo Comunicar	Comunicar	1988-3293	1134-3478	0	http://www.revistacomunicar.com/index.php?contenido=politica	2012	1
Institute for Condensed Matter Physics	Condensed Matter Physics	1607-324X	1607-324X	0	http://www.icmp.lviv.ua/journal/	2012	1
BioMed Central Ltd	Conflict and Health	1752-1505	NULL	1625	http://www.conflictandhealth.com	2012	0
Termedia	Contemporary Oncology	1897-4309	1428-2526	0	http://www.termedia.pl/Journal/Wspolczesna_Onkologia-3/Info	2012	1
Netherlands Centre for Biodiversity Naturalis	Contributions to Zoology	1875-9866	1383-4517	0	http://www.ctoz.nl/	2012	1
Autonomous University of the State of Mexico	Convergencia	1405-1435	1405-1435	0	http://convergencia.uaemex.mx/rev41/english/editorial.html	2012	1
BioMed Central Ltd	Cost Effectiveness and Resource Allocation	1478-7547	NULL	1625	http://www.resource-allocation.com	2012	0
BioMed Central Ltd	Cough	1745-9974	NULL	1625	http://www.coughjournal.com	2012	0
BioMed Central Ltd	Critical Care	1364-8535	1466-609X	1845	http://ccforum.com/	2012	0
Springer	Critical Ultrasound Journal	2036-3176	NULL	0	http://www.criticalultrasoundjournal.com/	2012	1
Croatian Medical Schools	Croatian Medical Journal	1332-8166	0353-9504	0	http://www.cmj.hr/default.aspx?id=26	2012	1
Universidade Federal de ViÂçosa Brazil	Crop Breeding and Applied Biotechnology	1984-7033	1518-7853	0	http://www.sbmp.org.br/cbab/siscbab/	2012	1
European Geosciences Union	Cryosphere	1994-0424	1994-0416	0	http://www.the-cryosphere.net/	2012	0
Canadian Urological Association	CUAJ-Canadian Urological Association Journal	1911-6470	1911-6470	0	http://www.cuaj.ca/en/index.asp	2012	1
Horizon Press	Current Issues in Molecular Biology	1467-3037	1467-3037	1350	http://www.horizonpress.com/cimbsubmit	2012	0
Multimed Inc	Current Oncology	1718-7729	1198-0052	0	http://www.current-oncology.com/index.php/oncology/index	2012	0
Indian Academy of Sciences.	Current Science	Nov-91	Nov-91	0	http://cs-test.ias.ac.in/cs/index.php	2012	1
BioMed Central Ltd	CytoJournal	1742-6413	NULL	1625	http://www.cytojournal.com	2012	0
Czech Academy of Agricultural Sciences	Czech Journal of Animal Science	1212-1819	1212-1819	0	http://journals.uzpi.cz/web/cjas.htm	2012	1
Czech Academy of Agricultural Sciences	Czech Journal of Food Sciences	1212-1800	1212-1800	0	http://journals.uzpi.cz/web/cjfs.htm	2012	1
Instituto Universitâ€¡rio de Pesquisas do Rio de Janeiro	Dados	1678-4588	Nov-58	0	http://www.scielo.br/revistas/dados/iaboutj.htm	2012	1
DANISH MEDICAL ASSN	Danish Medical Bulletin	1603-9629	0907-8916	0	http://www.danmedbul.dk/portal/page/portal/danmedbul.dk/dmb_forside	2012	1
DARU	DARU Journal of Pharmaceutical Sciences	2008-2231	1560-8115	0	http://daru.tums.ac.ir/index.php/daru/index	2012	1
Oxford	Database	1758-0463	NULL	1600	http://www.oxfordjournals.org/our_journals/databa/about.html	2012	0
Oxford University Press	Database: The Journal of Biological Databases and Curation	1758-0463	NULL	1600	http://database.oxfordjournals.org/	2012	0
Ministry of Defence India	Defence Science Journal	0976-464X	0011-748X	0	http://publications.drdo.gov.in/ojs/index.php/dsj	2012	1
Max Planck Society	Demographic Research	1435-9871	1435-9871	0	http://www.demographic-research.org/	2012	1
Polish Academy of Sciences	Dendrobiology	1641-1307	1641-1307	0	http://www.idpan.poznan.pl/index.php/journal-info.html	2012	1
BioMed Central Ltd	Diabetology & Metabolic Syndrome	1758-5996	NULL	1625	http://www.dmsjournal.com	2012	0
Turkish Society of Radiology	Diagnostic and interventional radiology	1305-3825	1305-3825	0	http://www.dirjournal.org/	2012	1
BioMed Central Ltd	Diagnostic Pathology	1746-1596	1746-1596	1625	http://www.diagnosticpathology.org	2012	0
Hindawi	Discrete Dynamics in Nature and Society	1607-887X	1026-0226	800	http://www.hindawi.com/journals/ddns/	2012	0
Company of Biologists	Disease Models and Mechanisms	1754-8411	1754-8403	2090	http://dmm.biologists.org/	2012	0
MDPI	Diversity 	1424-2818	NULL	320	http://www.mdpi.com/journal/diversity	2012	0
Oxford University Press	DNA Research	1756-1663	1340-2838	500	http://dnaresearch.oxfordjournals.org/	2012	0
Deutsche Mathematiker-Vereinigung	Documenta Mathematica	1431-0643	1431-0643	0	http://www.math.uiuc.edu/documenta/	2012	1
Japanese Society for the Study of Xenobiotics	Drug Metabolism and Pharmacokinetics	1880-0920	1347-4367	0	http://www.jstage.jst.go.jp/browse/dmpk	2012	0
ADIS International	DRUGS IN R&D	1179-6901	1174-5886	3000	http://adisonline.com/drugsrd/pages/default.aspx	2012	0
Duke University	Duke Law Journal	Dec-86	Dec-86	0	http://dlj.law.duke.edu/	2012	1
BioMed Central Ltd	Dynamic Medicine	1476-5918	NULL	1625	http://www.dynamic-med.com	2012	0
International Press	Dynamics of Partial Differential Equations	2163-7873	1548-159X	0	http://www.intlpress.com/DPDE/	2012	1
European Polymer Federation	e-Polymers	1618-7229	1618-7229	0	http://www.e-polymers.org/index.php?option=com_frontpage&Itemid=1	2012	1
Universidad Nacional de Colombia	Earth Sciences Research Journal	1794-6190	1794-6190	0	http://www.esrj.unal.edu.co/	2012	1
Springer	Ecological Processes	2192-1709	NULL	1070	http://www.ecologicalprocesses.com/	2012	0
Wiley	Ecology and Evolution	2045-7758	NULL	1850	http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%292045-7758	2012	0
Resilience Alliance	Ecology and Society	1708-3087	1708-3087	0	http://www.ecologyandsociety.org/	2012	0
University of California	Ecology Law Quarterly	0046-1121	0046-1121	0	http://boalt.org/elq/	2012	1
Atlas Economic Research Foundation	Econ Journal Watch	1933-527X	1933-527X	0	http://econjwatch.org/	2012	1
Kiel Institute for the World Economy	Economics	1864-6042	NULL	0	http://www.economics-ejournal.org/	2012	1
Ecological Society of America	Ecosphere	2150-8925	NULL	1500	http://www.esajournals.org/loi/ecsp	2012	0
International Forum of Educational Technology & Society	Educational Technology & Society	1436-4522	1436-4522	0	http://www.ifets.info/	2012	1
BioMed Central Ltd	eHealth International	1476-3591	NULL	1625	http://www.ehealthinternational.org	2012	0
Springer	EJNMMI Research	2191-219X	NULL	1470	http://www.ejnmmires.com	2012	0
The Electrochemical Society of Japan	ELECTROCHEMISTRY	2186-2451	1344-3542	0	http://edit.electrochem.jp/index_e.html	2012	0
Institute for mathematical statistics	Electronic communications in probability	1083-589X	1083-589X	0	http://128.208.128.142/~ejpecp/ECP/about.php	2012	1
Electronic Journal of Combinatorics	Electronic journal of combinatorics	1077-8926	1077-8926	0	http://www.combinatorics.org/	2012	1
International Linear Algebra Society	Electronic Journal of Linear Algebra	1081-3810	1081-3810	0	http://www.math.technion.ac.il/iic/ela/	2012	1
Institute for mathematical statistics	Electronic journal of probability	1083-6489	1083-6489	0	http://128.208.128.142/~ejpecp/	2012	1
Bolyai Institute  University of Szeged	Electronic Journal of Qualitative Theory of Differential Equations	1417-3875	1417-3875	0	http://www.math.u-szeged.hu/ejqtde/	2012	1
