issn	journal_name	pub_name	is_hybrid	category,,
1179-1314	Breast Cancer 	Dove Press	0	NULL,,
1179-187X	American Journal of Cardiovascular Drugs	Springer	1	NULL,,
1179-1888	American Journal of Clinical Dermatology	Springer	1	NULL,,
1179-1896	Applied Health Economics and Health Policy	Springer	1	NULL,,
1179-190X	BioDrugs	Springer	1	NULL,,
1179-1918	Clinical Drug Investigation	Springer	1	NULL,,
1179-1926	Clinical Pharmacokinetics	Springer	1	NULL,,
1179-1934	CNS Drugs	Springer	1	NULL,,
1179-1942	Drug Safety	Springer	1	NULL,,
1179-1950	Drugs	Springer	1	NULL,,
1179-1969	Drugs & Aging	Springer	1	NULL,,
1179-1977	Drugs & Therapy Perspectives	Springer	1	NULL,,
1179-1985	High Blood Pressure & Cardiovascular Prevention	Springer	1	NULL,,
1179-1993	Pharmaceutical Medicine	Springer	1	NULL,,
1179-2000	Molecular Diagnosis & Therapy	Springer	1	NULL,,
1179-2019	Pediatric Drugs	Springer	1	NULL,,
1179-2027	PharmacoEconomics	Springer	1	NULL,,
1179-2035	Sports Medicine	Springer	1	NULL,,
1179-2787	Open Access Insect Physiology	DOVE MEDICAL PRESS LTD	0	NULL,,
1179-5395	New Zealand Journal of Forestry Science	Springer	0	NULL,,
1179-6901	DRUGS IN R&D	ADIS International	0	NULL,,
1201-561X	Theory and Applications of Categories	MOUNT ALLISON UNIV	0	MATHEMATICS,,
1210-2512	Radioengineering	Self Owned - Non-Profit Society	0	CIRCUITS,,
1212-1800	CZECH JOURNAL OF FOOD SCIENCES	Self Owned - Non-Profit Society	0	FOOD SCIENCE,,
1212-1819	CZECH JOURNAL OF ANIMAL SCIENCE	INST AGRICULTURAL FOOD INFORMATION	0	VETERINARY,,
1212-4117	KONTAKT	Elsevier	1	NULL,,
1214-0287	JOURNAL OF APPLIED BIOMEDICINE	VERSITA	0	NULL,,
1214-1178	PLANT SOIL AND ENVIRONMENT	Self Owned - Non-Profit Society	0	PLANT BIOLOGY,,
1217-8837	ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE	HUNGARIAN NATURAL HISTORY MUSEUM	0	ECOLOGY AND EVOLUTION,,
1220-1766	Studies in Informatics and Control	NATL INST R&D INFORMATICS-ICI	0	OPERATIONS RESEARCH,,
1221-1451	Romanian Reports in Physics	Romanian Academy of Sciences	0	PHYSICS AND CHEMISTRY,,
1221-146X	Romanian Journal of Physics	EDITURA ACADEMIEI ROMANE	0	HIGH ENERGY PHYSICS,,
1224-5984	Romanian Biotechnological Letters	Self Owned - Non-Profit Society	0	FOOD SCIENCE,,
1225-6463	ETRI JOURNAL	ELECTRONICS TELECOMMUNICATIONS RESEARCH INST	0	NULL,,
1229-5949	BULLETIN OF THE KOREAN CHEMICAL SOCIETY	KOREAN CHEMICAL SOC	0	NULL,,
1229-845X	Journal of Veterinary Science	Self Owned - Non-Profit Society	0	VETERINARY,,
1230-3666	FIBRES & TEXTILES IN EASTERN EUROPE	INST CHEMICAL FIBRES	0	PHYSICS AND CHEMISTRY,,
1239-629X	ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA	SUOMALAINEN TIEDEAKATEMIA	0	MATHEMATICS,,
1239-9736	International Journal of Circumpolar Health	Self Owned - Non-Profit Society	0	MEDICINE,,
1248-9204	Hernia	Springer	1	NULL,,
1279-8517	Surgical and Radiologic Anatomy	Springer	1	ORTHOPEDICS,,
1280-8571	ADANSONIA	Self Owned - Non-Profit Society	0	ECOLOGY AND EVOLUTION,,
1280-9551	ZOOSYSTEMA	Self Owned - Non-Profit Society	0	ECOLOGY AND EVOLUTION,,
1280-9659	GEODIVERSITAS	Self Owned - Non-Profit Society	0	NULL,,
1286-0115	Morphologie	Elsevier	1	NULL,,
1292-895X	The European Physical Journal E	Springer	1	NULL,,
1294-4475	OIL & GAS SCIENCE AND TECHNOLOGY-REVUE DE L INSTITUT FRANCAIS DU PETROLE	EDITIONS TECHNIP	0	NULL,,
1297-966X	Annals of Forest Science	Springer	1	NULL,,
1297-9678	Apidologie	Springer	1	NULL,,
1297-9686	GENETICS SELECTION EVOLUTION	EDP Sciences	0	NULL,,
1297-9716	VETERINARY RESEARCH	Biomed Central	0	NULL,,
1300-2163	Turk Psikiyatri Dergisi	Self Owned - Non-Profit Society	0	PSYCHIATRY,,
1301-1111	Turkish Journal of Field Crops	SOC FIELD CROP SCI	0	PLANT BIOLOGY,,
1302-9657	KLINIK PSIKOFARMAKOLOJI BULTENI-BULLETIN OF CLINICAL PSYCHOPHARMACOLOGY	Self Owned - Non-Profit Society	0	NULL,,
1303-2712	TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES	Self Owned - Non-Profit Society	0	ECOLOGY AND EVOLUTION,,
1303-2968	Journal of Sports Science and Medicine	IOS PRESS	0	SPORTS MEDICINE,,
1303-6092	TURKISH JOURNAL OF BIOLOGY	TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY	0	NULL,,
1303-6106	TURKISH JOURNAL OF BOTANY	TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY	0	NULL,,
1303-6114	TURKISH JOURNAL OF ZOOLOGY	TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY	0	NULL,,
1303-6130	TURKISH JOURNAL OF CHEMISTRY	SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK	0	NULL,,
1303-6149	Turkish Journal of Mathematics	Scientific and Technological Research Council of Turkey	0	NULL,,
1303-6165	Turkish Journal Of Medical Sciences	SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK	0	NULL,,
1303-6173	Turkish Journal of Agriculture and Forestry	Self Owned - Non-Profit Society	0	NULL,,
1303-6181	TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES	SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK	0	NULL,,
1303-619X	TURKISH JOURNAL OF EARTH SCIENCES	SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK	0	NULL,,
1303-6203	TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES	SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK	0	NULL,,
1305-3825	Diagnostic and Interventional Radiology	Self Owned - Non-Profit Society	0	RADIOLOGY,,
1307-6167	Records of Natural Products	Self Owned - Non-Profit Society	0	FOOD SCIENCE,,
1308-5263	Turkish Journal of Hematology	AVES YAYINCILIK	0	NULL,,
1309-0283	Turkish Journal of Rheumatology	AVES YAYINCILIK	0	NULL,,
1313-2970	ZooKeys	Self Owned - Mid Sized - Unknown Profit Status	0	NULL,,
1314-2607	JOURNAL OF HYMENOPTERA RESEARCH	International Society of Hymenopterists	0	NULL,,
1322-7696	Collegian	Elsevier	1	MEDICINE,,
1330-0962	Biochemia Medica	Self Owned - Non-Profit Society	0	MEDICINE,,
1330-9862	FOOD TECHNOLOGY AND BIOTECHNOLOGY	FACULTY FOOD TECHNOLOGY BIOTECHNOLOGY	0	FOOD SCIENCE,,
1332-8166	CROATIAN MEDICAL JOURNAL	MEDICINSKA NAKLADA	0	NULL,,
1333-9451	Acta Clinica Croatica	Self Owned - Non-Profit Society	0	NULL,,
1335-1788	Acta Montanistica Slovaca	Bentham	0	NULL,,
1335-8871	MEASUREMENT SCIENCE REVIEW	VERSITA	0	CIRCUITS,,
1336-8052	Geologica Carpathica	Versita	0	NULL,,
1340-3540	Mycoscience	Elsevier	1	MYCOLOGY,,
1341-1357	EXPERIMENTAL ANIMALS	INT PRESS EDITING CENTRE INC	0	MOLECULAR AND CELL BIOLOGY,,
1342-4815	Biocontrol Science	Society for Bacterial and Antifungal agents	0	FOOD SCIENCE,,
1347-2852	Journal of Asian Architecture and Building Engineering	J-Stage	0	NULL,,
1347-3352	Journal of Oleo Science	J-Stage	0	NULL,,
1347-3700	Cell Structure and Function	Japan Society for Cell Biology	0	NULL,,
1347-3735	BREEDING SCIENCE	JAPANESE SOC BREEDING	0	NULL,,
1347-4715	Environmental Health and Preventive Medicine	Springer	1	NULL,,
1347-4820	CIRCULATION JOURNAL	JAPANESE CIRCULATION SOCIETY	0	NULL,,
1347-5215	BIOLOGICAL & PHARMACEUTICAL BULLETIN	J-Stage	0	NULL,,
1347-5223	CHEMICAL & PHARMACEUTICAL BULLETIN	Pharmaceutical Society of Japan	0	NULL,,
1347-5800	ACTA HISTOCHEMICA ET CYTOCHEMICA	JAPAN SOC HISTOCHEM CYTOCHEM	0	NULL,,
1347-605X	Applied Entomology and Zoology	Springer	1	NULL,,
1347-7439	JOURNAL OF VETERINARY MEDICAL SCIENCE	JAPAN SOC VET SCI	0	NULL,,
1347-8648	JOURNAL OF PHARMACOLOGICAL SCIENCES	JAPANESE PHARMACOLOGICAL SOC	0	NULL,,
1348-0421	MicrobiologyOpen	Wiley	0	NULL,,
1348-2246	ANALYTICAL SCIENCES	JAPAN SOC ANALYTICAL CHEMISTRY	0	NULL,,
1348-4400	JOURNAL OF REPRODUCTION AND DEVELOPMENT	JAPANESE SOC ANIMAL REPRODUCTION	0	NULL,,
1348-4540	ENDOCRINE JOURNAL	JAPAN ENDOCRINE SOCIETY	0	NULL,,
1348-9585	JOURNAL OF OCCUPATIONAL HEALTH	JAPAN SOC OCCUPATIONAL HEALTH	0	NULL,,
1349-0486	JOURNAL OF POULTRY SCIENCE	J-Stage	0	NULL,,
1349-0923	JOURNAL OF PESTICIDE SCIENCE	Self Owned - Non-Profit Society	0	NULL,,
1349-1008	PLANT PRODUCTION SCIENCE	CROP SCIENCE SOC JAPAN	0	NULL,,
1349-1717	ARCHIVES OF HISTOLOGY AND CYTOLOGY	JAPAN SOC HISTOL DOCUMENTATION NIIGATA UNIV MEDICAL SCHOOL	0	NULL,,
1349-2543	IEICE Electronics Express	IEICE	0	CIRCUITS,,
1349-273X	JOURNAL OF THE JAPAN PETROLEUM INSTITUTE	JAPAN PETROLEUM INST	0	NULL,,
1349-2896	PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES	JAPAN ACAD	0	NULL,,
1349-3329	TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE	TOHOKU UNIV MEDICAL PRESS	0	NULL,,
1349-3825	Journal of Mineralogical and Petrological Sciences	JAPANESE ASSOC MINERALOGISTS, PETROLOGISTS & ECONOMIC GEOLO	0	NULL,
1349-4147	Tropical Medicine and Health	BioMed Central	0	NULL,,
1349-6336	JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY 	J-Stage	0	NULL,,
1349-6476	SOLA	Self Owned - Non-Profit Society	0	NULL,,
1349-7235	INTERNAL MEDICINE	JAPAN SOC INTERNAL MEDICINE	0	NULL,,
1349-8029	NEUROLOGIA MEDICO-CHIRURGICA	JAPAN NEUROSURGICAL SOC	0	NULL,,
1349-9092	JOURNAL OF EPIDEMIOLOGY	J-Stage	0	NULL,,
1349-9157	JOURNAL OF RADIATION RESEARCH	JAPAN RADIATION RESEARCH SOC	0	NULL,,
1349-9432	Optical Review	Springer	1	NULL,,
1352-8661	Magnetic Resonance Materials in Physics, Biology and Medicine	Springer	1	NULL,
1357-3039	Medicine	Elsevier	1	NULL,,
1362-4962	NUCLEIC ACIDS RESEARCH	Oxford	0	NULL,,
1364-6753	neurogenetics	Springer	1	NULL,,
1364-8535	Critical Care	BioMed Central Ltd	0	NULL,,
1365-182X	HPB	Elsevier	1	GASTROENTEROLOGY,,
1365-2168	Cancer Science	Wiley	0	NULL,,
1365-2788	Journal of Interdisciplinary Nanomedicine	Wiley	0	NULL,,
1365-3032	Physiological Reports	Wiley	0	NULL,,
1365-3164	Veterinary Medicine and Science	Wiley	0	NULL,,
1365-4632	Journal of Drugs in Dermatology	Journal of Drugs in Dermatology	0	NULL,,
1365-8050	DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE	Self Owned - Non-Profit Society	0	COMPUTER SCIENCE,,
1367-2630	NEW JOURNAL OF PHYSICS	IOP	0	PHYSICS AND CHEMISTRY,,
1368-1613	Information Research	Lund University Libraries	0	INFORMATION SCIENCE,,
1369-1643	Sarcoma	Hindawi	0	NULL,,
1374-8505	GEOLOGICA BELGICA	Self Owned - Non-Profit Society	0	NULL,,
1392-5113	SORT-Statistics and Operations Research Transactions	Self Owned - Non-Profit Society	0	MATHEMATICS,,
1405-1435	Convergencia	Autonomous University of the State of Mexico	0	POLITICAL SCIENCE,,
1405-3195	AGROCIENCIA	Self Owned - Non-Profit Society	0	PLANT BIOLOGY,,
1414-431X	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	ASSOC BRAS DIVULG CIENTIFICA	0	NULL,,
1417-3875	Electronic Journal of Qualitative Theory of Differential Equations	Self Owned - Non-Profit Society	0	MATHEMATICS,,
1420-3049	MOLECULES	MOLECULAR DIVERSITY PRESERVATION INTERNATIONAL	0	FOOD SCIENCE,,
1420-8903	Aequationes mathematicae	Springer	1	NULL,,
1420-8911	Algebra universalis	Springer	1	NULL,,
1420-8938	Archiv der Mathematik	Springer	1	NULL,,
1420-8954	computational complexity	Springer	1	NULL,,
1420-8970	Geometric and Functional Analysis	Springer	1	NULL,,
1420-8989	Integral Equations and Operator Theory	Springer	1	NULL,,
1420-8997	Journal of Geometry	Springer	1	NULL,,
1420-9004	Nonlinear Differential Equations and Applications NoDEA	Springer	1	NULL,,
1420-9012	Results in Mathematics	Springer	1	NULL,,
1420-9020	Selecta Mathematica	Springer	1	NULL,,
1420-9055	Aquatic Sciences	Springer	1	NULL,,
1420-9071	Cellular and Molecular Life Sciences	Springer	1	NULL,,
1420-908X	Inflammation Research	Springer	1	NULL,,
1420-9098	Insectes Sociaux	Springer	1	NULL,,
1420-9136	Pure and Applied Geophysics	Springer	1	NULL,,
1422-0067	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES	MOLECULAR DIVERSITY PRESERVATION INTERNATIONAL	0	MOLECULAR AND CELL BIOLOGY,,
1422-6952	Journal of Mathematical Fluid Mechanics	Springer	1	NULL,,
1422-6960	Physics in Perspective	Springer	1	NULL,,
1422-8599	Molbank	MDPI	0	NULL,,
1422-8890	Electronic Markets	Springer	1	NULL,,
1423-0127	JOURNAL OF BIOMEDICAL SCIENCE	KARGER	0	NULL,,
1423-0380	Tumor Biology	Springer	1	NULL,,
1423-0445	Chemoecology	Springer	1	NULL,,
1424-2818	Diversity 	MDPI	0	NULL,,
1424-3202	Journal of Evolution Equations	Springer	1	NULL,,
1424-3903	Pancreatology	Elsevier	1	GASTROENTEROLOGY,,
1424-3997	SWISS MEDICAL WEEKLY	E M H SWISS MEDICAL PUBLISHERS LTD	0	NULL,,
1424-8220	SENSORS	MOLECULAR DIVERSITY PRESERVATION INTERNATIONAL	0	PHYSICS AND CHEMISTRY,,
1424-8247	Pharmaceuticals	MDPI	0	NULL,,
1424-9294	Milan Journal of Mathematics	Springer	1	NULL,,
1430-2772	Psychological Research	Springer	1	NULL,,
1431-0643	Documenta Mathematica	Self Owned - Non-Profit Society	0	MATHEMATICS,,
1432-010X	Requirements Engineering	Springer	1	NULL,,
1432-041X	Development Genes and Evolution	Springer	1	NULL,,
1432-0428	Diabetologia	Springer	1	NULL,,
1432-0444	Discrete & Computational Geometry	Springer	1	NULL,,
1432-0452	Distributed Computing	Springer	1	NULL,,
1432-0460	Dysphagia	Springer	1	NULL,,
1432-0479	Economic Theory	Springer	1	NULL,,
1432-0487	Electrical Engineering	Springer	1	NULL,,
1432-0517	Accreditation and Quality Assurance	Springer	1	NULL,,
1432-0525	Acta Informatica	Springer	1	NULL,,
1432-0533	Acta Neuropathologica	Springer	1	NULL,,
1432-0541	Algorithmica	Springer	1	NULL,,
1432-055X	Der Anaesthesist	Springer	1	NULL,,
1432-0576	ANNALES GEOPHYSICAE	EUROPEAN  GEOSCIENCES UNION	0	NULL,,
1432-0584	Annals of Hematology	Springer	1	NULL,,
1432-0592	The Annals of Regional Science	Springer	1	NULL,,
1432-0606	Applied Mathematics & Optimization	Springer	1	NULL,,
1432-0614	Applied Microbiology and Biotechnology	Springer	1	NULL,,
1432-0622	Applicable Algebra in Engineering, Communication and Computing	Springer	1	NULL,
1432-0630	Applied Physics A	Springer	1	NULL,,
1432-0649	Applied Physics B	Springer	1	NULL,,
1432-0657	Archive for History of Exact Sciences	Springer	1	NULL,,
1432-0665	Archive for Mathematical Logic	Springer	1	NULL,,
1432-0673	Archive for Rational Mechanics and Analysis	Springer	1	NULL,,
1432-0681	Archive of Applied Mechanics	Springer	1	NULL,,
1432-069X	Archives of Dermatological Research	Springer	1	NULL,,
1432-0703	Archives of Environmental Contamination and Toxicology	Springer	1	NULL,,
1432-0711	Archives of Gynecology and Obstetrics	Springer	1	NULL,,
1432-072X	Archives of Microbiology	Springer	1	NULL,,
1432-0738	Archives of Toxicology	Springer	1	NULL,,
1432-0754	The Astronomy and Astrophysics Review	Springer	1	NULL,,
1432-0762	Behavioral Ecology and Sociobiology	Springer	1	NULL,,
1432-0770	Biological Cybernetics	Springer	1	NULL,,
1432-0789	Biology and Fertility of Soils	Springer	1	NULL,,
1432-0800	Bulletin of Environmental Contamination and Toxicology	Springer	1	NULL,,
1432-0819	Bulletin of Volcanology	Springer	1	NULL,,
1432-0827	Calcified Tissue International	Springer	1	NULL,,
1432-0835	Calculus of Variations and Partial Differential Equations	Springer	1	NULL,,
1432-0843	Cancer Chemotherapy and Pharmacology	Springer	1	NULL,,
1432-0851	Cancer Immunology, Immunotherapy	Springer	1	NULL,
1432-086X	CardioVascular and Interventional Radiology	Springer	1	NULL,,
1432-0878	Cell and Tissue Research	Springer	1	NULL,,
1432-0886	Chromosoma	Springer	1	NULL,,
1432-0894	Climate Dynamics	Springer	1	NULL,,
1432-0916	Communications in Mathematical Physics	Springer	1	NULL,,
1432-0924	Computational Mechanics	Springer	1	NULL,,
1432-0932	European Spine Journal	Springer	1	NULL,,
1432-0940	Constructive Approximation	Springer	1	NULL,,
1432-0959	Continuum Mechanics and Thermodynamics	Springer	1	NULL,,
1432-0967	Contributions to Mineralogy and Petrology	Springer	1	NULL,,
1432-0975	Coral Reefs	Springer	1	NULL,,
1432-0983	Current Genetics	Springer	1	NULL,,
1432-0991	Current Microbiology	Springer	1	NULL,,
1432-1009	Environmental Management	Springer	1	NULL,,
1432-1017	European Biophysics Journal	Springer	1	NULL,,
1432-1041	European Journal of Clinical Pharmacology	Springer	1	NULL,,
1432-1068	European Journal of Orthopaedic Surgery & Traumatology	Springer	1	NULL,,
1432-1076	European Journal of Pediatrics	Springer	1	NULL,,
1432-1084	European Radiology	Springer	1	NULL,,
1432-1106	Experimental Brain Research	Springer	1	NULL,,
1432-1114	Experiments in Fluids	Springer	1	NULL,,
1432-1122	Finance and Stochastics	Springer	1	NULL,,
1432-1157	Geo-Marine Letters	Springer	1	NULL,,
1432-1165	Grundwasser	Springer	1	NULL,,
1432-1173	Der Hautarzt	Springer	1	NULL,,
1432-1181	Heat and Mass Transfer	Springer	1	NULL,,
1432-119X	Histochemistry and Cell Biology	Springer	1	NULL,,
1432-1203	Human Genetics	Springer	1	NULL,,
1432-1211	Immunogenetics	Springer	1	NULL,,
1432-122X	Informatik-Spektrum	Springer	1	NULL,,
1432-1238	Intensive Care Medicine	Springer	1	NULL,,
1432-1246	International Archives of Occupational and Environmental Health	Springer	1	NULL,,
1432-1254	International Journal of Biometeorology	Springer	1	NULL,,
1432-1262	International Journal of Colorectal Disease	Springer	1	NULL,,
1432-1270	International Journal of Game Theory	Springer	1	NULL,,
1432-1289	Der Internist	Springer	1	NULL,,
1432-1297	Inventiones mathematicae	Springer	1	NULL,,
1432-1300	International Journal on Digital Libraries	Springer	1	NULL,,
1432-1319	Irrigation Science	Springer	1	NULL,,
1432-1327	JBIC Journal of Biological Inorganic Chemistry	Springer	1	NULL,,
1432-1335	Journal of Cancer Research and Clinical Oncology	Springer	1	NULL,,
1432-1343	Journal of Classification	Springer	1	NULL,,
1432-1351	Journal of Comparative Physiology A	Springer	1	NULL,,
1432-136X	Journal of Comparative Physiology B	Springer	1	NULL,,
1432-1378	Journal of Cryptology	Springer	1	NULL,,
1432-1386	Journal of Evolutionary Economics	Springer	1	NULL,,
1432-1394	Journal of Geodesy	Springer	1	NULL,,
1432-1416	Journal of Mathematical Biology	Springer	1	NULL,,
1432-1424	The Journal of Membrane Biology	Springer	1	NULL,,
1432-1432	Journal of Molecular Evolution	Springer	1	NULL,,
1432-1440	Journal of Molecular Medicine	Springer	1	NULL,,
1432-1459	Journal of Neurology	Springer	1	NULL,,
1432-1467	Journal of Nonlinear Science	Springer	1	NULL,,
1432-1475	Journal of Population Economics	Springer	1	NULL,,
1432-1750	Lung	Springer	1	NULL,,
1432-1769	Machine Vision and Applications	Springer	1	NULL,,
1432-1777	Mammalian Genome	Springer	1	NULL,,
1432-1785	Manuscripta Mathematica	Springer	1	NULL,,
1432-1793	Marine Biology	Springer	1	NULL,,
1432-1807	Mathematische Annalen	Springer	1	NULL,,
1432-1815	Mathematische Semesterberichte	Springer	1	NULL,,
1432-1823	Mathematische Zeitschrift	Springer	1	NULL,,
1432-1831	Medical Microbiology and Immunology	Springer	1	NULL,,
1432-184X	Microbial Ecology	Springer	1	NULL,,
1432-1858	Microsystem Technologies	Springer	1	NULL,,
1432-1866	Mineralium Deposita	Springer	1	NULL,,
1432-1882	Multimedia Systems	Springer	1	NULL,,
1432-1890	Mycorrhiza	Springer	1	NULL,,
1432-1904	The Science of Nature	Springer	1	NULL,,
1432-1912	Naunyn-Schmiedeberg's Archives of Pharmacology	Springer	1	NULL,,
1432-1920	Neuroradiology	Springer	1	NULL,,
1432-1939	Oecologia	Springer	1	NULL,,
1432-1955	Parasitology Research	Springer	1	NULL,,
1432-1963	Der Pathologe	Springer	1	NULL,,
1432-1971	Pediatric Cardiology	Springer	1	NULL,,
1432-198X	Pediatric Nephrology	Springer	1	NULL,,
1432-1998	Pediatric Radiology	Springer	1	NULL,,
1432-2021	Physics and Chemistry of Minerals	Springer	1	NULL,,
1432-203X	Plant Cell Reports	Springer	1	NULL,,
1432-2048	Planta	Springer	1	NULL,,
1432-2056	Polar Biology	Springer	1	NULL,,
1432-2064	Probability Theory and Related Fields	Springer	1	NULL,,
1432-2072	Psychopharmacology	Springer	1	NULL,,
1432-2080	Psychotherapeut	Springer	1	NULL,,
1432-2099	Radiation and Environmental Biophysics	Springer	1	NULL,,
1432-2102	Der Radiologe	Springer	1	NULL,,
1432-2129	Der Schmerz	Springer	1	NULL,,
1432-2137	Semigroup Forum	Springer	1	NULL,,
1432-2153	Shock Waves	Springer	1	NULL,,
1432-2161	Skeletal Radiology	Springer	1	NULL,,
1432-217X	Social Choice and Welfare	Springer	1	NULL,,
1432-220X	Standort	Springer	1	NULL,,
1432-2218	Surgical Endoscopy	Springer	1	NULL,,
1432-2234	Theoretical Chemistry Accounts	Springer	1	NULL,,
1432-2242	Theoretical and Applied Genetics	Springer	1	NULL,,
1432-2250	Theoretical and Computational Fluid Dynamics	Springer	1	NULL,,
1432-2285	Trees	Springer	1	NULL,,
1432-2293	uwf UmweltWirtschaftsForum	Springer	1	NULL,,
1432-2307	Virchows Archiv	Springer	1	NULL,,
1432-2315	The Visual Computer	Springer	1	NULL,,
1432-2323	World Journal of Surgery	Springer	1	NULL,,
1432-234X	Zoomorphology	Springer	1	NULL,,
1432-5195	International Orthopaedics	Springer	1	NULL,,
1432-5217	Mathematical Methods of Operations Research	Springer	1	NULL,,
1432-5225	Wood Science and Technology	Springer	1	NULL,,
1432-5233	Acta Diabetologica	Springer	1	NULL,,
1432-5241	Aesthetic Plastic Surgery	Springer	1	NULL,,
1432-5411	Few-Body Systems	Springer	1	NULL,,
1432-8798	Archives of Virology	Springer	1	NULL,,
1433-0350	Child's Nervous System	Springer	1	NULL,,
1433-0369	Computing and Visualization in Science	Springer	1	NULL,,
1433-0385	Der Chirurg	Springer	1	NULL,,
1433-0407	Der Nervenarzt	Springer	1	NULL,,
1433-0415	Der Onkologe	Springer	1	NULL,,
1433-0423	Der Ophthalmologe	Springer	1	NULL,,
1433-044X	Der Unfallchirurg	Springer	1	NULL,,
1433-0458	HNO	Springer	1	NULL,,
1433-0466	Manuelle Medizin	Springer	1	NULL,,
1433-0474	Monatsschrift Kinderheilkunde	Springer	1	NULL,,
1433-0490	Theory of Computing Systems	Springer	1	NULL,,
1433-0563	Der Urologe	Springer	1	UROLOGY,,
1433-0768	Journal of Solid State Electrochemistry	Springer	1	NULL,,
1433-2787	International Journal on Software Tools for Technology Transfer	Springer	1	NULL,,
1433-2825	International Journal on Document Analysis and Recognition (IJDAR)	Springer	1	NULL,,
1433-2965	Osteoporosis International	Springer	1	NULL,,
1433-299X	Formal Aspects of Computing	Springer	1	NULL,,
1433-3015	The International Journal of Advanced Manufacturing Technology	Springer	1	NULL,,
1433-3023	International Urogynecology Journal	Springer	1	NULL,,
1433-3058	Neural Computing and Applications	Springer	1	NULL,,
1433-4909	Extremophiles	Springer	1	NULL,,
1433-5158	HYLE	Self Owned - Non-Profit Society	0	PHYSICS AND CHEMISTRY,,
1433-7339	Supportive Care in Cancer	Springer	1	NULL,,
1433-7347	Knee Surgery, Sports Traumatology, Arthroscopy	Springer	1	NULL
1433-7479	Soft Computing	Springer	1	NULL,,
1433-755X	Pattern Analysis and Applications	Springer	1	NULL,,
1433-8351	Living Reviews in Relativity	Max Planck Inst	0	HIGH ENERGY PHYSICS,,
1433-8491	European Archives of Psychiatry and Clinical Neuroscience	Springer	1	NULL,,
1433-8629	Medizinrecht	Springer	1	NULL,,
1433-8726	World Journal of Urology	Springer	1	NULL,,
1433-9285	Social Psychiatry and Psychiatric Epidemiology	Springer	1	NULL,,
1434-0860	Forschung im Ingenieurwesen	Springer	1	NULL,,
1434-3916	Archives of Orthopaedic and Trauma Surgery	Springer	1	NULL,,
1434-3924	Arthroskopie	Springer	1	NULL,,
1434-4483	Theoretical and Applied Climatology	Springer	1	NULL,,
1434-453X	Rock Mechanics and Rock Engineering	Springer	1	NULL,,
1434-4610	Protist	Elsevier	1	ECOLOGY AND EVOLUTION,,
1434-4726	European Archives of Oto-Rhino-Laryngology	Springer	1	NULL,,
1434-4750	Review of Economic Design	Springer	1	NULL,,
1434-5196	Rechtsmedizin	Springer	1	NULL,,
1434-601X	The European Physical Journal A	Springer	1	NULL,,
1434-6036	The European Physical Journal B	Springer	1	NULL,,
1434-6079	The European Physical Journal D	Springer	1	NULL,,
1434-7636	Granular Matter	Springer	1	GEOTECHNOLOGY,,
1434-9949	Clinical Rheumatology	Springer	1	NULL,,
1434-9957	Virtual Reality	Springer	1	NULL,,
1435-0130	European Journal of Plastic Surgery	Springer	1	NULL,,
1435-0157	Hydrogeology Journal	Springer	1	NULL,,
1435-0629	Ecosystems	Springer	1	NULL,,
